,Наименование / ФИО,ИНН,Адрес,Чистая прибыль (2400),Чистая прибыль прошлый год (2400),Налоги (2410),Проценты (2330),Амортизация (расчетная),EBITDA,Статус
102,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПУСК""",6674164790,"620024, Свердловская обл, г.о. город Екатеринбург, г Екатеринбург, ул Ковыльная, д. 182, ",311004.0,39353.0,-58396.0,8810.0,0.0,261418.0,
103,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕГИОНСТРОЙ""",317002279,"671703, Республика Бурятия, г. Северобайкальск, ул. Космонавтов, дом 25, корпус А",101295.0,10382.0,-27651.0,8490.0,0.0,82134.0,
104,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМОНТ ТОННЕЛЕЙ И МОСТОВ""",7714938300,"127083, Город Москва, вн.тер.г. муниципальный округ Аэропорт, аллея Петровско-Разумовская, д. 10, к. 1, помещ. 25/1",523.0,642.0,-249.0,844.0,0.0,1118.0,
105,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 10""",1659002192,"420087, Татарстан респ, г. Казань, ул. Отрадная, дом 38, корпус Б",1818.0,568.0,-571.0,0.0,0.0,1247.0,
106,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМСТРОЙ-АЛЕКСС""",7713161050,"127247, Город Москва, вн.тер.г. муниципальный округ Дмитровский, ш Дмитровское, д. 107Б, помещ. 87",8416.0,2333.0,-5340.0,9923.0,0.0,12999.0,
107,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕМСТРОЙЦЕНТР""",2536131136,"690005, Приморский край, г. Владивосток, ул. Светланская, дом 150, офис 501",93073.0,-5121.0,-17067.0,4384.0,28322.0,108712.0,
108,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕНЕССАНС АКТИВ""",2543028394,"690080, Приморский край, Владивосток г, Басаргина ул, дом 36, кабинет 1",137327.0,583595.0,14120.0,5451.0,0.0,156898.0,
109,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РСУ КУРОРТА""",2203003875,"659900, Алтайский край, г Белокуриха, ул Объездная, зд 49/2",5162.0,11633.0,-7054.0,0.0,0.0,-1892.0,
110,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССТРОЙКОМПЛЕКТ""",9701187346,"119501, Город Москва, вн.тер. г. Муниципальный Округ Очаково-Матвеевское, ул Нежинская, дом 5, строение 1, этаж 2, помещение 50",3808.0,1190.0,-1109.0,1032.0,0.0,3731.0,
111,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САТУРН""",3207001905,"241520, Брянская область, р-н Брянский, с. Супонево, пер. Комсомольский, дом 5",-4475.0,-16262.0,-357.0,0.0,7030.0,2198.0,
112,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СВС-ЭМ""",7728786311,"121596, Город Москва, вн.тер.г. муниципальный округ Можайский, ул Горбунова, д. 2, стр. 3, офис 222А, этаж 8, помещ. ll, ком. 38Д",34536.0,25442.0,-13455.0,6366.0,0.0,27447.0,
113,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРЭКСКАВАЦИЯ""",8300003864,"166700, Ненецкий АО, р-н Заполярный, рп Искателей, ул Тиманская, д 1Б, эт/оф1/2",-5145.0,4415.0,-3.0,0.0,1622.0,-3526.0,
114,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИБСТРОЙСЕРВИС""",7224001941,"Тюменская обл, км 23-Ий (Фад Тюмень-Тобольск-Ханты-Мансийск Тер.), 5, 101",-10402.0,-83288.0,0.0,0.0,791.0,-9611.0,
115,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИГНАЛ""",7708280326,"115162, Москва г, ул Хавская, 3, 6П",739.0,-21843.0,-798.0,337.0,3770.0,4048.0,
116,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИЛЕОН""",7801070620,"196158, Санкт-Петербург г, вн.тер.г. муниципальный округ Звездное, ш Пулковское, д. 40, к. 4, литера А, помещ. часть помещения 1-Н, части помещения 195, офис А8050",12866.0,1834.0,3504.0,0.0,0.0,16370.0,
117,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМАРТ СИСТЕМС""",9722013742,"188640, Ленинградская область, м.р-н Всеволожский, г.п. Всеволожское, г Всеволожск, пр-кт Гончарова, дом 2, комната 48.1",8207.0,1981.0,-12019.0,0.0,1906.0,-1906.0,
118,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМОЛСТРОМ-СЕРВИС""",6731028404,"214014, Смоленская обл, Смоленск г, Энгельса ул, дом № 23А",648179.0,439839.0,-177358.0,0.0,63567.0,534388.0,
119,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМП-1""",5046048999,"108840, Москва г, г Троицк, ул Дальняя, д 1",-941.0,1609.0,899.0,856.0,39736.0,40550.0,
120,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМП-280""",7203047511,"625000, Тюменская обл, г Тюмень, ул Грибоедова, 15, 1",4556.0,6898.0,-6004.0,16510.0,4127.0,19189.0,
121,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМУ -25""",2809000390,Амурская область,795.0,4933.0,2424.0,0.0,760.0,3979.0,
122,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМУ-ДОНАЭРОДОРСТРОЙ""",6163068567,"344010, Ростовская обл, г Ростов-на-Дону, ул Красноармейская, 176/45",1037.0,2896.0,-1026.0,62706.0,36064.0,98781.0,
123,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦГАЗМОНТАЖ-ПОДВОДСТРОЙ""",6658521941,"620109, Свердловская обл, г Екатеринбург, ул Металлургов, 6а, 105",-299448.0,8433.0,0.0,7.0,126260.0,-173181.0,
124,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННОЕ ОТДЕЛОЧНОЕ УПРАВЛЕНИЕ № 2""",7702020219,"129110, Москва г, Гиляровского ул, дом № 68, строение 1, этаж 4, помещение 1",63.0,26449.0,862.0,0.0,84.0,1009.0,
125,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННОЕ УПРАВЛЕНИЕ ИНЖЕНЕРНЫХ РАБОТ""",7701969903,"101000, Москва г.,Покровка ул.,дом 1/13/6 ,стр.2,этаж 3,помещ./ком./офис.1/6/91",8507.0,16382.0,-2681.0,0.0,11898.0,17724.0,
126,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ВИКТОРИЯ ДЕВЕЛОПМЕНТ""",5053033231,"144001, Московская область, г. Электросталь, ул Карла Маркса, д. 19а, помещ. 1",-83864.0,-59499.0,42525.0,201.0,0.0,-41138.0,
127,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЕЙСК-ЭКС-ПОРТ""",2306000450,"353680, Краснодарский край, р-н Ейский, г Ейск, ул Мира, 123",-18554.0,-8499.0,6867.0,3049.0,25819.0,17181.0,
128,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ИНВЕСТИЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ - ""ЧЕСТР-ГРУПП""",2126003691,"428020, Чувашская Республика - Чувашия, Чебоксары г, Петрова ул, дом № 6, помещение 1, офис 3",4746.0,219358.0,-7649.0,17702.0,0.0,14799.0,
129,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ИНКОСТ""",2129003280,"428022, Чувашская Республика - Чувашия, Чебоксары г, Марпосадское ш, дом № 38",568000.0,313869.0,-148635.0,179.0,0.0,419544.0,
130,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""КОМПЛЕКТ""",3235001826,"241020, Брянская обл, Брянск г, Тухачевского ул, дом № 8",115989.0,97158.0,-12921.0,514.0,0.0,103582.0,
131,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""КОНТИНЕНТ""",1215048572,"424004, Марий Эл респ, Йошкар-Ола г, Вознесенская ул, дом 30, помещение II",297091.0,168470.0,-75616.0,2425.0,11763.0,235663.0,
132,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""КОШЕЛЕВ - ПРОЕКТ САМАРА""",6312134360,"248039, Калужская область, г.о. город Калуга, г Калуга, ул Братьев Луканиных, д. 23, помещ. 1",-55293.0,1141472.0,23935.0,52103.0,0.0,20745.0,
133,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""КОШЕЛЕВ-ПРОЕКТ""",6312102986,"248039, Калужская обл, г Калуга, ул Братьев Луканиных, д 23, кв 1",-33924.0,1041607.0,0.0,0.0,12483.0,-21441.0,
134,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""МЕЖХОЗЯЙСТВЕННАЯ СТРОИТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""ВУРНАРСКАЯ""",2104000471,"Чувашская Республика - Чувашия, пгт.Вурнары, ул.К.Маркса, д.55, 429220",31634.0,12594.0,0.0,0.0,4458.0,36092.0,
135,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ПЕРЕДВИЖНАЯ МЕХАНИЗИРОВАННАЯ КОЛОННА №3""",1215014090,"424000, Марий Эл Респ, Йошкар-Ола г, Пролетарская ул, дом 63, корпус А",139591.0,149636.0,-37219.0,4393.0,0.0,106765.0,
136,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ПРОЕКТНО-СТРОИТЕЛЬНАЯ ФИРМА ""ИНСТРОЙ""",2902001119,"163002, Архангельская обл, Архангельск г, Романа Куликова ул, дом 6, офис 1-Н",43188.0,84215.0,-7055.0,0.0,0.0,36133.0,
137,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ВЕК""",1001010821,"185000, Карелия Респ, г Петрозаводск, пр-кт Первомайский, 43",939525.0,870349.0,-237288.0,28993.0,0.0,731230.0,
138,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТРОИТЕЛЬНЫЙ ТРЕСТ №3""",2128007123,"428003, Чувашская Республика - Чувашия, г Чебоксары, ул Ярославская, д. 76, офис 312",281203.0,383946.0,-74877.0,8226.0,0.0,214552.0,
139,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ТУС""",2129005369,"428034, Чувашская Республика - Чувашия, Чебоксары г, Мичмана Павлова ул, дом № 39, помещение 7",34198.0,44358.0,-8549.0,45995.0,101990.0,173634.0,
140,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЭКРАН""",7705014485,"109428, Москва г, пр-кт Рязанский, 22, 2",-1634062.0,-1119059.0,718603.0,1977314.0,46007.0,1107862.0,
141,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК БЕРЕНДЕЙ""",5016018436,"141309, Московская обл, р-н Сергиево-Посадский, г Сергиев Посад, ул Андрея Рублева, д. 1, офис 1",54661.0,-39403.0,54680.0,80512.0,454.0,190307.0,
142,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК КОМФОРТ-НК""",1651000330,"423570, Татарстан Респ, Нижнекамский р-н, г Нижнекамск, ул Баки Урманче, д. 7, кв. 3, ",-16359.0,598.0,0.0,0.0,0.0,-16359.0,
143,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ПМК-5""",1215012600,"424037, Марий Эл Респ, г Йошкар-Ола, ул Дружбы, д 98а",62323.0,42639.0,-17441.0,9284.0,19182.0,73348.0,
144,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦКАУЧУКРЕМСТРОЙ""",1659000692,"420021, Татарстан Респ, Казань г, Каюма Насыри ул, дом № 25",-2622.0,50.0,-1721.0,11.0,0.0,-4332.0,
145,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦМОНТАЖСТРОЙ-5""",7710100355,"127566, Москва г, Бестужевых ул, дом № 25В",11794.0,6667.0,-2948.0,0.0,0.0,8846.0,
146,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦМОНТАЖСТРОЙ""",3811167567,"Иркутская обл, Иркутск г, Лермонтова ул, дом № 343/1",-25801.0,13756.0,0.0,0.0,0.0,-25801.0,
147,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦСТРОЙЗАЩИТА""",7606011268,"г. Ярославль, Ленинградский пр-кт, д. 52а, оф. 7А, 150045",4095.0,1868.0,-1051.0,139.0,0.0,3183.0,
148,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦУПРАВЛЕНИЕ № 5""",3610007820,"397605, Воронежская обл., Калачеевский р-н, Пригородный п., ул. Промышленников, д. 18",1628.0,12665.0,0.0,0.0,1453.0,3081.0,
149,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПОРТИКО""",7714797240,"125438, Москва г, ул Михалковская, д 63 стр 1, 1",2527.0,4251.0,-506.0,0.0,270.0,2291.0,
150,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬ""",5238000045,"607700, Нижегородская обл, р-н Шатковский, рп Шатки, ул Пушкина, д 33",36881.0,34160.0,-9469.0,0.0,0.0,27412.0,
151,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬ""",2528000901,"692152, Приморский край, р-н Тернейский, пгт Пластун, пер Новый",-7529.0,-12767.0,0.0,0.0,7228.0,-301.0,
152,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ИНСАР МОРДОВИЯ""",1300008210,"430005, Мордовия Респ, г Саранск, ул Коммунистическая, 89",566.0,15577.0,-223.0,0.0,3132.0,3475.0,
153,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ПОЛЁТ""",5406293244,"630001, Новосибирская обл, г Новосибирск, ул Жуковского, 102, 401",17.0,0.0,-4.0,0.0,0.0,13.0,
154,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЭНЕРГИЯ""",6686038662,"620017, Свердловская обл, г Екатеринбург, ул Старых Большевиков, 3",4176.0,4622.0,-1044.0,0.0,21242.0,24374.0,
155,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ГОРОДА ВЫБОРГА""",4704057466,"188802, Ленинградская обл, Выборгский р-н, Выборг г, Данилова ул, дом 5",166.0,182.0,-525.0,123.0,0.0,-236.0,
156,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ДАЛЬНИЙ ВОСТОК""",2538066595,"690048, Приморский край, г. Владивосток, ул. Вострецова, дом 45, офис 3",-1064.0,900.0,722.0,2720.0,0.0,2378.0,
157,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ПРАЙД""",7730247451,"121087, Москва г, ул Заречная, д 9",3395.0,-2104.0,-855.0,0.0,587.0,3127.0,
158,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ №1""",2801016951,"675004, Амурская обл, г Благовещенск, пер Св.Иннокентия, д 1",82424.0,66228.0,-18058.0,29163.0,0.0,93529.0,
159,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНО-МОНТАЖНАЯ КОМПАНИЯ ""СТОЛИЦА""",7710442630,"125319, Город Москва, вн.тер.г. муниципальный округ Аэропорт, ул Черняховского, д. 16",5016.0,13824.0,-21229.0,11098.0,0.0,-5115.0,
160,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНО-МОНТАЖНАЯ КОМПАНИЯ ""ЧЕРМЕТЭКОЛОГИЯ""",3528001689,"197046, г.Санкт-Петербург,вн.тер.г.Муниципальный округ Посадский,наб Петроградская, д.18,литера А,помещ.25-Н,офис 208",426.0,-38516.0,-809.0,565.0,1151.0,1333.0,
161,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ № 1""",3729011599,"153037, Ивановская обл, Иваново г, 8 Марта ул, дом № 27",2517.0,5438.0,-295.0,0.0,0.0,2222.0,
162,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНО-МОНТАЖНОЕ УПРАВЛЕНИЕ №2 ТРЕСТА №16""",7825405201,"192019, Санкт-Петербург г, ул Хрустальная, д 21 литера А, Стр 1 Помещение 7",24410.0,111.0,-7317.0,5359.0,0.0,22452.0,
163,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 288""",7808003527,"191186, Санкт-Петербург г, наб Канала Грибоедова, 28/1, А, 8н",7944.0,38402.0,-2104.0,0.0,787.0,6627.0,
164,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ-305""",7810182560,"192007, Санкт-Петербург г, Обводного Канала наб, дом № 70, литера А, помещение 10Н 14Н",1102.0,90.0,-613.0,8623.0,5040.0,14152.0,
165,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОИТЕЛЬНЫЙ ХОЛДИНГ ТЕЗИС""",4632297547,"Курская обл, г Курск, ул Дзержинского, д. 9а, кв. 508, ",65081.0,42027.0,-16291.0,220374.0,11404.0,280568.0,
